,loan_amount,credit_score,annual_income,monthly_debt,years_of_credit_history,months_since_last_delinquent,number_of_open_accounts,current_credit_balance,bankruptcies,tax_liens,term_long_term,term_short_term,years_in_current_job_1 ,years_in_current_job_10+ ,years_in_current_job_2 ,years_in_current_job_3 ,years_in_current_job_4 ,years_in_current_job_5 ,years_in_current_job_6 ,years_in_current_job_7 ,years_in_current_job_8 ,years_in_current_job_9 ,years_in_current_job_< 1 ,home_ownership_mortgage,home_ownership_own_home,home_ownership_rent,loan_purpose_business_loan,loan_purpose_buy_a_car,loan_purpose_buy_house,loan_purpose_debt_consolidation,loan_purpose_educational_expenses,loan_purpose_home_improvements,loan_purpose_major_purchase,loan_purpose_medical bills,loan_purpose_other,loan_purpose_take_a_trip,loan_purpose_wedding
7595,424094.0,7340.0,747460.0,14264.06,18.9,26.0,8.0,267406.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7596,242176.0,708.0,1273893.0,1550.02,15.4,21.0,7.0,27664.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7597,118294.0,7100.0,627190.0,19651.89,8.0,35.0,6.0,84113.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7598,151602.0,739.0,1084805.0,7204.99,10.7,61.0,6.0,69331.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7599,259776.0,745.0,1495680.0,16327.84,24.4,50.0,10.0,93860.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7600,450296.0,723.0,1263899.0,13902.87,20.6,4.0,14.0,350075.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7601,88132.0,742.0,1427147.0,25367.47,21.4,30.0,11.0,535477.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7602,224158.0,720.0,774364.0,16713.35,21.5,10.0,13.0,290738.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7603,217338.0,7040.0,563103.0,6991.81,27.8,19.0,6.0,174648.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7604,489896.0,720.0,1584581.0,12769.14,31.4,9.0,4.0,376808.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7605,59796.0,695.0,588297.0,11373.78,25.0,33.0,9.0,139061.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7606,117722.0,727.0,793288.0,13023.17,14.4,63.0,7.0,76266.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7607,157762.0,721.0,2043678.0,28100.62,15.3,69.0,13.0,352260.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7608,344300.0,697.0,1022124.0,9369.47,15.0,27.0,9.0,195700.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7609,235114.0,737.0,1410047.0,29023.26,19.5,68.0,14.0,250591.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7610,478192.0,711.0,1395189.0,33135.81,31.3,46.0,14.0,222870.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7611,323070.0,738.0,2232120.0,18787.01,15.6,17.0,12.0,214415.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7612,78738.0,735.0,262276.0,3584.35,13.6,0.0,10.0,55632.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7613,190674.0,719.0,1172034.0,14259.69,23.4,46.0,12.0,224390.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7614,443916.0,650.0,1782732.0,39814.31,12.6,56.0,16.0,456285.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7615,75570.0,717.0,1324053.0,11916.42,9.9,32.0,8.0,98952.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7616,121682.0,718.0,764332.0,6751.46,12.2,4.0,10.0,78185.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7617,95546.0,697.0,2465611.0,7664.03,19.4,7.0,6.0,35720.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7618,767536.0,652.0,1325744.0,35353.3,12.5,57.0,21.0,463505.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7619,215754.0,729.0,1164624.0,24457.18,18.7,18.0,6.0,133342.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7620,67034.0,698.0,771932.0,14730.89,20.8,23.0,17.0,432649.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7621,219846.0,723.0,569601.0,9683.16,17.8,0.0,5.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7622,516934.0,705.0,1116098.0,11626.1,18.0,12.0,6.0,388968.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7623,175758.0,740.0,1555815.0,38765.89,37.0,50.0,21.0,694621.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7624,264660.0,709.0,2019035.0,24228.42,17.1,2.0,16.0,124013.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7625,353826.0,627.0,687553.0,13120.83,20.0,16.0,2.0,200355.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7626,602558.0,672.0,1336783.0,13033.62,17.3,43.0,6.0,583946.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7627,344256.0,730.0,1905890.0,18328.35,23.2,41.0,9.0,278388.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7628,104830.0,707.0,1080530.0,12876.3,22.7,60.0,6.0,407132.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7629,519816.0,725.0,1384207.0,25607.82,15.6,7.0,10.0,367213.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7630,132110.0,742.0,1586861.0,19703.57,18.4,13.0,11.0,626069.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7631,386848.0,715.0,1893236.0,13710.21,9.2,23.0,5.0,109231.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7632,142120.0,739.0,1438262.0,24809.82,13.5,18.0,15.0,283252.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7633,261360.0,742.0,790020.0,2297.67,31.6,43.0,9.0,65075.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7634,395802.0,743.0,1329335.0,20050.7,36.0,12.0,26.0,222547.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7635,784256.0,679.0,2902725.0,41605.82,19.3,2.0,7.0,81225.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7636,341682.0,732.0,847134.0,6099.38,20.7,6.0,8.0,72561.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7637,265892.0,680.0,899422.0,15664.93,21.3,13.0,11.0,348536.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7638,142868.0,725.0,1019578.0,15293.67,22.3,27.0,13.0,93575.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7639,215534.0,725.0,930715.0,20941.04,20.2,29.0,11.0,324691.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7640,601436.0,7180.0,2448758.0,27548.48,21.8,76.0,11.0,609691.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7641,289850.0,738.0,1892780.0,24290.55,16.5,9.0,12.0,177479.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7642,318516.0,749.0,821408.0,14573.19,17.9,22.0,10.0,162298.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7643,230428.0,614.0,1440390.0,19925.3,11.3,42.0,15.0,312436.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7644,49126.0,708.0,1602897.0,13758.09,16.3,24.0,4.0,9709.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7645,182160.0,724.0,1058262.0,13051.86,18.9,77.0,7.0,39672.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7646,111232.0,703.0,2113199.0,20110.55,13.7,43.0,12.0,92207.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7647,270622.0,667.0,649249.0,9305.82,18.0,16.0,3.0,94069.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7648,438460.0,624.0,1306421.0,31680.41,10.3,38.0,15.0,307971.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7649,109406.0,732.0,2097410.0,23595.72,20.4,26.0,7.0,413003.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7650,87560.0,719.0,1267395.0,25558.99,11.8,61.0,11.0,34124.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7651,220506.0,736.0,761748.0,10156.64,14.3,13.0,10.0,151848.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7652,460438.0,727.0,1476965.0,30893.05,30.2,5.0,15.0,145046.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7653,197604.0,740.0,777442.0,13605.33,13.2,3.0,17.0,146452.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7654,392546.0,710.0,838242.0,9220.7,26.3,37.0,7.0,299003.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7655,215512.0,738.0,1395930.0,20473.64,21.0,28.0,13.0,218044.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7656,129228.0,678.0,1078858.0,21936.64,28.0,10.0,8.0,177612.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7657,261074.0,703.0,1221301.0,14044.8,22.2,49.0,12.0,212363.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7658,775236.0,716.0,8608140.0,30415.39,25.6,37.0,15.0,2450677.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7659,461076.0,749.0,2375950.0,34451.37,18.2,5.0,15.0,263131.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7660,554136.0,749.0,1225120.0,11740.67,11.6,77.0,5.0,106666.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7661,442112.0,746.0,1145472.0,23482.1,22.6,66.0,16.0,430483.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7662,134882.0,738.0,990223.0,13780.51,22.6,30.0,12.0,33326.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7663,543180.0,693.0,3321295.0,35150.38,22.5,6.0,16.0,207670.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7664,88550.0,691.0,545376.0,4426.81,12.1,15.0,9.0,29450.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7665,347556.0,734.0,1219439.0,21441.88,20.2,52.0,15.0,347719.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7666,326986.0,700.0,835373.0,19213.75,39.0,79.0,9.0,286767.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7667,121022.0,697.0,1977444.0,15588.93,12.0,22.0,12.0,76855.0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7668,655644.0,736.0,2321572.0,15187.08,28.4,72.0,11.0,618564.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7669,265320.0,740.0,1088415.0,19863.55,13.8,41.0,20.0,257203.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7670,111188.0,732.0,382204.0,6752.22,22.8,43.0,11.0,110219.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7671,625240.0,721.0,1542800.0,28541.8,29.3,6.0,19.0,862714.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7672,53944.0,655.0,795758.0,17572.91,13.9,14.0,11.0,219317.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7673,673068.0,726.0,2906430.0,44080.95,30.0,42.0,13.0,215213.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7674,246686.0,742.0,1936860.0,20014.22,20.2,54.0,11.0,196270.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7675,285868.0,734.0,1139430.0,17756.07,18.1,73.0,12.0,268432.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7676,341924.0,677.0,923400.0,14466.6,17.5,10.0,29.0,545718.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7677,777634.0,661.0,8059002.0,37877.26,15.9,70.0,4.0,882303.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7678,519398.0,739.0,1682127.0,35745.27,20.3,77.0,13.0,520505.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7679,564938.0,651.0,1437825.0,9741.3,29.4,5.0,11.0,86811.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7680,552596.0,751.0,9544650.0,9703.68,11.6,14.0,9.0,286482.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7681,221826.0,710.0,766308.0,8748.74,12.7,75.0,11.0,94544.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7682,151404.0,737.0,2428504.0,19063.84,21.6,8.0,8.0,718941.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7683,222266.0,722.0,961704.0,12662.36,22.8,12.0,9.0,210121.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7684,313566.0,714.0,2313155.0,32962.53,27.5,62.0,11.0,56335.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7685,281248.0,717.0,1280733.0,8538.22,14.5,27.0,10.0,94468.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7686,144408.0,748.0,1417172.0,9884.75,25.5,59.0,7.0,151278.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7687,505142.0,749.0,2908425.0,32962.15,20.5,57.0,8.0,473233.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7688,497904.0,711.0,2056560.0,23307.68,13.0,19.0,14.0,861536.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7689,529562.0,6110.0,1345162.0,6479.19,10.5,14.0,13.0,308940.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7690,166100.0,739.0,1013745.0,6876.67,38.4,38.0,7.0,73492.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7691,358248.0,744.0,1385784.0,30949.1,33.2,33.0,16.0,431357.0,0.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7692,131956.0,737.0,569829.0,13723.32,11.4,54.0,10.0,184243.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7693,110638.0,731.0,2866530.0,31054.17,14.9,35.0,7.0,467970.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7694,155826.0,710.0,1134338.0,4924.99,17.3,17.0,6.0,104272.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7695,332442.0,681.0,995315.0,24716.91,14.6,30.0,17.0,458413.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7696,109934.0,739.0,968411.0,17189.49,14.4,24.0,23.0,239457.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7697,260414.0,743.0,843372.0,16024.03,11.0,32.0,12.0,259749.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7698,102498.0,742.0,689510.0,15169.03,21.2,8.0,13.0,75088.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7699,615098.0,698.0,1766962.0,43143.11,22.0,31.0,10.0,596239.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7700,380710.0,721.0,1505256.0,34119.06,20.3,44.0,9.0,210900.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7701,193666.0,669.0,565383.0,10176.97,13.6,14.0,9.0,153919.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7702,760144.0,642.0,3376224.0,35731.78,34.6,23.0,10.0,388151.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7703,668118.0,707.0,3365907.0,9172.25,22.0,3.0,6.0,15485.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7704,402930.0,742.0,1121285.0,16538.93,13.4,30.0,6.0,340043.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7705,76384.0,663.0,1112146.0,28452.5,20.5,54.0,8.0,401318.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7706,89408.0,717.0,926592.0,16601.44,16.9,13.0,10.0,181944.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7707,683188.0,629.0,1535048.0,17908.83,25.8,24.0,12.0,282625.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7708,245432.0,690.0,1040934.0,33656.41,14.9,44.0,24.0,143203.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7709,222420.0,739.0,1248585.0,23660.7,30.5,52.0,4.0,386935.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7710,184580.0,717.0,1423499.0,20047.66,15.8,28.0,9.0,27569.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7711,262174.0,6890.0,1245051.0,33616.13,17.8,13.0,17.0,370880.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7712,314336.0,7320.0,969570.0,17048.32,10.1,48.0,6.0,171171.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7713,512556.0,731.0,1450422.0,16438.23,13.7,44.0,7.0,98078.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7714,441496.0,665.0,1239199.0,17245.54,15.5,48.0,8.0,160341.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7715,353782.0,646.0,1524313.0,19816.05,31.8,42.0,7.0,114399.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7716,175582.0,745.0,947720.0,11609.57,21.4,74.0,10.0,182134.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7717,201344.0,723.0,1642303.0,12577.24,12.5,25.0,5.0,779.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7718,471922.0,678.0,972705.0,5933.51,16.0,24.0,4.0,75449.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7719,414150.0,7010.0,1647794.0,16477.94,14.8,14.0,19.0,143450.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7720,99022.0,745.0,2850570.0,27555.51,20.0,69.0,9.0,238013.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7721,667700.0,6860.0,1687770.0,7355.85,14.0,70.0,9.0,229767.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7722,77660.0,742.0,1053987.0,18444.82,11.4,14.0,13.0,41686.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7723,534710.0,7460.0,1924130.0,22287.76,19.7,16.0,11.0,616721.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7724,332684.0,702.0,1119385.0,27425.17,16.0,56.0,15.0,761881.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7725,220682.0,706.0,1639073.0,27181.21,10.9,2.0,9.0,88084.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7726,711678.0,718.0,1430928.0,28141.66,16.8,28.0,15.0,276564.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7727,447524.0,717.0,1449377.0,23673.05,17.6,6.0,11.0,221616.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
